row,recommendationid,review_text,bugs_crashes,developer_conduct,difficulty_punishing,monetization_dlc,npc_ai_pathing,opacity_teaching,performance,procgen_hollow,rng_unfair,shallow_repetitive,taste_mismatch,tedium_grind,ui_controls,unfinished_abandoned,update_regression,non_substantive
141,224890082,"the game was free for a while when they announced the sequel thats when i grabbed it and gave it a try here are my thoughts The game isn't really about the graveyard but more about holding a single button to progress through the day cycle to get to the next day so you can walk 10 miles to talk to an npc to finish a quest and progress the story. By the time i finished the game i buried roughly 20 corpses, burned 40 and made 12 zombies. Negatives: - The story has loads of spelling mistakes later on - Early dungeon enemys have no cooldown on their attacks and your range is very limited making later enemys easy in comparison - The fishing mini game likes bugging out (not starting but playing the sound of fishing anyways until you either hit the timing again or fail) - The base game itself feels more like a demo (i played without any dlc and it was very noticeable) - Alchemy is either using the wiki or bashing your head against the wall - I unlocked the tutorial roughly 30 hours in after finding out that you can throw corpses into the river from the wiki, wouldve been nice for that to be a little more obvious - Locking the ability to see body part traits (making the corpse and graveyard refinement a guessing game) to the last quest in the game is a choice for sure - There is no way to increase your personal inventory size - Roughly 80 of the achievements are locked behind dlc (and im guessing an equal amount of content) - The ending scene basically just tells you to buy the dlc. Positives: - the music is really good - selling burgers and beer while a witch is being burned goes kinda hard 20 bucks would probably be fair if all the dlcs were included but without them its basically just a demo tips in case you wanna play anyways: 1.At the start of the game exhume the body with the most red skulls and throw it into the river on the left side of the graveyard to get an actually usefull tutorial that i completely missed. 2.Buy 1 teleporter stone from the tavern asap (it has a global cooldown and infinite uses, it will safe a lot of time). 3.Always take blood, fat and bones from bodys 4.Porter zombies do not benefit from white skulls so dont waste your good organs on them. 5.The only consequence to death is being teleported to your bed. No time advancement, no inventory loss. 6.Wine is probably the best and easiest to get resource for healing and stamina regen in the dungeon seeds can be aquired from >the merchant<. 7.Keep gold and silver nuggets for alchemy you'll need it for embalming.",,,,,,,,,,,,,,,,
142,203136394,"Boring. You need a very good pc for this, otherwise there's crazy lag.",,,,,,,,,,,,,,,,
143,224163331,"You open the game and are put into an atmospheric setting, rainy, sad and murder about. You go to your first crime scene to find your first victim. You then snoop and use your detective skills. You find clues, sources, names, even fingerprints. Your first case! Excited you start tying it together. This individual works for this place, they are roommates with this person...oh and they received a threatening letter, along with an email detailing a possible grey haired stalker, i think we are onto something. On the tail of the case, with the clues you have gathered, you decide to head out and catch this killer. Going around this sad noir city, you get hungry, pick up some noodles and mow them down. At the restaurant, you find yourself a gig to take a photo of someone. You knock that gig out of the park and get yourself some money! Out on the town, you decide to find the poor victims roommate, they know nothing....they also have black hair. Certain the grey haired person did it you cut the roommate free. You decide to go to interview a few individuals mentioned in notes of the victims home. They all seem to be too difficult to get to because of their social status. Fair enough and at a loss, you decide to cut it back a bit and go to the victims workplace. Before heading to the work place, you decide to install some perks. You get an apartment, as empty as it is, you love it because your detective skills have gotten you here. After doing a few other things to help get you some ground in this awful city, you head back out on the case. Locked in, you buy picks, you eat and drink. then head off to the victims work. You wait for it to open, sitting on a bench because the apartment you worked for has no bed. you have this, the grey haired individual will be here. It's 9am and the work place opens, you head in and their is only one person, they do have grey hair...but they are too stubborn to give information of course. You snoop around...sabotage a camera and then go to sabotage another...alarms ring and the multiple turrets drop down to get you. You forget to save, you are injured, fined and sent across the city...then you rage quit. This game has so many good systems to only then be toppled by caveman systems. I understand the it is stealth, it is immersive by creating a life around the city and cases. When you get so into a case, a game, a character, i feel you get clotheslined by such nonsense means like turrets in the ceiling of a 1979 low class office. I takes you out completely, makes the game feel more like a slap than a joyful immersive/sim. The work up and through the cases just don't fit the abrasive punishment to a camera spotting you. Like riding a trike along a cozy trail...to then slip off a cliff.",,,,,,,,,,,,,,,,
144,225226927,what a mess. Does not even start.,,,,,,,,,,,,,,,,
145,224948066,"It's Stardew Valley for people who have something wrong with them. :-) I enjoyed many aspects of it, majorly the artwork, soundscapes, crafting, designing my own workyard... I wish I could give a neutral review but the plotline being bafflingly sexist and boring, the countless unskippable cutscenes, all of the time I spent expectant to finish so as to never have to launch it again are ultimately leaning me towards a thumb down as far as recommendations go, while I don't exactly regret playing.",,,,,,,,,,,,,,,,
146,188631501,"Calling this game WOKE would be a compliment compared to how the game truly is. Yes... its worse than WOKE. This game is the result of a society when it gets rid of fat shaming. Or when people stop bullying the nerd that is stupid, gross and probably gay/autistic (same/same). When society stops shaming the the criminals that suck. There is no reality where people actually bought this game and honestly thought it was good. This fact alone proves my point that the developers found a way to manipulate reviews. This is a full priced game demo. Demos are free basically by definition. But they charge you real money that you worked hard for in order to get this demo. And they will NEVER finish it. Its been like 10 or 20 years and they have never finished this game. I could go on and on about the games technical aspects... so i will. This game is like when you get a phone call from a guy with and Indian accent. You know exactly what to expect. Its a scam. Like this game. This game is a scam. And no matter how they talk around it, you do know that in fact your car warranty has not expired. The game play is mid at best, until you figure out that its just 1/10th of a game. Then its just bidenomics. It sucks. Maybe the worse thing about this game is they were able to high jack the internet and flood it with fake reviews. I am just 1 of possibly hundreds of thousands of people that got suckered. This should be illegal.",,,,,,,,,,,,,,,,
147,230406938,bourgeois bunker fantasy with magma plumbing,,,,,,,,,,,,,,,,
148,218364517,"I just do not understand the appeal of these games. I love exploring, building, crafting, the complexity and variety of the games, etc. But why, in my first 2 hours of playing, when I am still figuring out how to make my first table and chairs, do I need the game to randomly attack me with a horde of undead warriors and wipe out my party? I even built a door and walls at my entrance, like the first thing I did, and they just tunneled right around it in 2 seconds and wiped me out. I don't get it. This does nothing for me. I've tried simworld and other titles, and as much as I think I would like games like this, every time I try to play one I am bewildered by the gameplay experience. I almost feel like I'm missing out on something at this point, like there is just something in my brain that does not click at all whatsoever from the events and game design decisions these games make. I don't even care about losing, I play many very hard games, it's just not fun to me at all.",,,,,,,,,,,,,,,,
149,162909116,I couldn't even play because I couldn't connect to the servers.,,,,,,,,,,,,,,,,
150,153501750,"I refunded this game a while back but it looks like the devs made a copy to this game recently so I'll leave my review. The English VAs were all carefully selected from a single list that met one or more of the following criteria: Gay Woman Definitely not old enough to play a character that age The scouts need to branch out from the coast for their VAs. Every young male speaks with the same quirky, lispy LA style coquettish accent. Women VAs were tolerable but once again, mistook this as their opportunity to oversell their VA abilities. And the elders/parents are voiced by 30 somethings. It's distracting. When the village elder sounds like the guy next to him half his age, someone needs replacing. The gameplay was fine for the brief stint I played but I think it became quite apparent that it was going to be a tedious slog. Once the game crashed and I would have had to replay the same dialogue heavy day, I just refunded it.",,,,,,,,,,,,,,,,
